title,description,final_description,skill_level,pattern_link,local_path
Ideal Sphere,"This pattern is for mathematically ideal crochet spheres of different sizes! There are 10 different sizes in this pattern. Turns out the number of stitches in each row scales with sin(theta), where theta is the polar angle of the sphere. If you want more information about how I came up with the pattern, you can check out my blog. Enjoy the spheres!","Ideal Sphere Independent Designer Crochet Ms Premise-Conclusion English 1.0patterns 5.0pages Beginner Light FingeringSee Light Fingering YarnsFingeringSee Fingering Knitting PatternsSee Light Fingering YarnsSee Fingering Yarns6 PlyAranSee Worsted Knitting PatternsSee Aran Crochet PatternsSee Aran & Worsted YarnsBulkySee Bulky Knitting PatternsSee Bulky Crochet PatternsSee Bulky YarnsDK | Light WorstedHeavy WorstedSportSee Sport Knitting PatternsSee Sport YarnsWorstedSee Worsted Knitting PatternsSee Aran & Worsted YarnsSee Worsted Yarns This pattern is for mathematically ideal crochet spheres of different sizes! There are 10 different sizes in this pattern. Turns out the number of stitches in each row scales with sin(theta), where theta is the polar angle of the sphere. If you want more information about how I came up with the pattern, you can check out my blog. Enjoy the spheres!",Beginner,https://www.lovecrafts.com/en-us/p/ideal-sphere-crochet-pattern-by-ms-premise-conclusion,Ideal_Sphere.jpg
Large(r) Whale Shark,Based off my Mini Whale Shark I enlarged the pattern using Blanket Yarn to make this supper soft Larger version of my Whale Shark! The open mouth is the perfect size to fit in the Mini Whale Shark or my Shirley the Shrimp patterns! I hope you enjoy it and please share finished projects to my Instagram @kirby_crochets,Large(r) Whale Shark Independent Designer Crochet @kirby_crochets English 16 mm eyes 1.0patterns 4.0pages Intermediate BulkySee Bulky Knitting PatternsSee Bulky Crochet PatternsSee Bulky YarnsSee Super Bulky Knitting Patterns Knitting PatternsSee Super Bulky Crochet PatternsSee Super Bulky YarnsSuper BulkySee Super Bulky Knitting Patterns Knitting PatternsSee Super Bulky Crochet PatternsSee Super Bulky Yarns Based off my Mini Whale Shark I enlarged the pattern using Blanket Yarn to make this supper soft Larger version of my Whale Shark! The open mouth is the perfect size to fit in the Mini Whale Shark or my Shirley the Shrimp patterns! I hope you enjoy it and please share finished projects to my Instagram @kirby_crochets,Intermediate,https://www.lovecrafts.com/en-us/p/larger-whale-shark-crochet-pattern-by-kirby-crochets,Larger_Whale_Shark.jpg
Agave & Aloe Crochet Cactus in Red Heart Amigurumi - LM6292 - Downloadable PDF,Learn how to crochet with our beginners guide!,Agave & Aloe Crochet Cactus in Red Heart Amigurumi - LM6292 - Downloadable PDF Red Heart US Crochet Michele Wilcox English 2.0patterns 3.0pages Beginner FingeringSee Fingering Yarns Learn how to crochet with our beginners guide! Red Heart Amigurumi 2.25mm (B) 11.5cm,Beginner,https://www.lovecrafts.com/en-us/p/agave-aloe-crochet-cactus-in-red-heart-amigurumi-lm6292-downloadable-pdf,Agave__Aloe_Crochet_Cactus_in_Red_Heart_Amigurumi_-_LM6292_-_Downloadable_PDF.jpg
Chubby Bee,"Chubby Bee is the name my son gave this giant bee. Squishy, smiley and super fun to snuggle with. This simple pattern will delight the bee lover in your life. No stinger! Love shouldn’t hurt ;) This is a great pattern for beginners and can be finished quite quickly. I used two strands of Paintbox Simply DK held together for all yarn colours. This Chubby Bee is squishy, soft and will make you smile. Make this for the bee lover in your life! Pattern uses US crochet terms.","Chubby Bee Independent Designer Crochet anniegurumi English You also need two 9mm amigurumi eyes. I used two strands of DK yarn together to knit all colours. (use one ball and split into two if you'd like) 1.0patterns 4.0pages Intermediate DK | Light Worsted Chubby Bee is the name my son gave this giant bee. Squishy, smiley and super fun to snuggle with. This simple pattern will delight the bee lover in your life. No stinger! Love shouldn’t hurt ;) This is a great pattern for beginners and can be finished quite quickly. I used two strands of Paintbox Simply DK held together for all yarn colours. This Chubby Bee is squishy, soft and will make you smile. Make this for the bee lover in your life! Pattern uses US crochet terms.",Intermediate,https://www.lovecrafts.com/en-us/p/chubby-bee-crochet-pattern-by-anniegurumi,Chubby_Bee.jpg
Chocolate Eclair,"Choux pastry is a staple of good patisserie baking, and the classic eclair is filled with whipped cream and topped with chocolate icing. But no need to worry about the correct oven temperature with these crochet bakes! Finished size: 15cm x 5cm x 5cm. Materials: Paintbox Yarns Simply DK, 15g Light Caramel, 10g Champagne White, 5g Coffee Bean; crochet hook size 3.5mm; stuffing; tapestry needle for sewing in ends; scissors. The pattern is written in standard UK crochet terminology and is suitable for beginners. The main stitch used for the eclair is the half treble crochet. You can find a tutorial for this stitch in the Crochet How-To Techniques section of the LoveCrafts website.","Chocolate Eclair Independent Designer Crochet Chloe Bailey English 1.0patterns 3.0pages Beginner DK | Light Worsted Choux pastry is a staple of good patisserie baking, and the classic eclair is filled with whipped cream and topped with chocolate icing. But no need to worry about the correct oven temperature with these crochet bakes! Finished size: 15cm x 5cm x 5cm. Materials: Paintbox Yarns Simply DK, 15g Light Caramel, 10g Champagne White, 5g Coffee Bean; crochet hook size 3.5mm; stuffing; tapestry needle for sewing in ends; scissors. The pattern is written in standard UK crochet terminology and is suitable for beginners. The main stitch used for the eclair is the half treble crochet. You can find a tutorial for this stitch in the Crochet How-To Techniques section of the LoveCrafts website. Paintbox Yarns Simply DK",Beginner,https://www.lovecrafts.com/en-us/p/chocolate-eclair-crochet-pattern-by-chloe-bailey,Chocolate_Eclair.jpg
Hamster,Hamster and mouse crochet pattern they measures 13” tall when using a D hook You will need Approx. 100g of red heart yarn A pair of safety eyes Stuffing 3.25 mm hook Tapestry needle only available in english Follow me on instagram for my latest pattern updates @sweetoddityart Follow me on facebook for free giveaways @ sweet oddity art!,Hamster Independent Designer Crochet Carolyne Brodie English 1.0patterns nanpages Advanced AranSee Worsted Knitting PatternsSee Aran Crochet PatternsSee Aran & Worsted Yarns Hamster and mouse crochet pattern they measures 13” tall when using a D hook You will need Approx. 100g of red heart yarn A pair of safety eyes Stuffing 3.25 mm hook Tapestry needle only available in english Follow me on instagram for my latest pattern updates @sweetoddityart Follow me on facebook for free giveaways @ sweet oddity art!,Advanced,https://www.lovecrafts.com/en-us/p/hamster-crochet-pattern-by-carolyne-brodie,Hamster.jpg
Free Pacifier Holder,"Crochet Pacifier Holder Pattern Today I'm giving you this beautiful pacifier holder, ideal for giving as a gift or selling! It's very quick and easy to make. You can follow the step by step instructions on my YouTube channel! The knowledge required is: ►chain stitch ►slip stitch ►single crochet ►Double Crochet ► Picot","Free Pacifier Holder Independent Designer Crochet Ternura Amigurumi English ► 8/6 cotton thread or medium-thick acrylic wool ► 3mm crochet hook ► Yarn needle ► Scissors ► metal pacifier holder 1.0patterns 4.0pages Intermediate DK | Light Worsted Crochet Pacifier Holder Pattern Today I'm giving you this beautiful pacifier holder, ideal for giving as a gift or selling! It's very quick and easy to make. You can follow the step by step instructions on my YouTube channel! The knowledge required is: ►chain stitch ►slip stitch ►single crochet ►Double Crochet ► Picot",Intermediate,https://www.lovecrafts.com/en-us/p/free-pacifier-holder-crochet-pattern-by-ternura-amigurumi,Free_Pacifier_Holder.jpg
Mini whale or dolphin,"This PDF pattern includes 7 pages with step by step instructions and photos so you can crochet your own whale. Finished toy is about 2,3"" (6 cm.) length when you use yarn 50g=160m and a 2.50 mm. crochet hook. For this pattern you need to have basic crochet and amigurumi skills and to know how to read crochet patterns. This pattern is for personal use only. PLEASE DO NOT COPY, SHARE, TRANSLATE OR DISTRIBUTE PATTERN. You can sell the toys you make! If you need some help, please, message me. I'll always help you. Thank you for crocheting with me!","Mini whale or dolphin Independent Designer Crochet LovenikaDesign English 1.0patterns 7.0pages Beginner SportSee Sport Knitting PatternsSee Sport Yarns This PDF pattern includes 7 pages with step by step instructions and photos so you can crochet your own whale. Finished toy is about 2,3"" (6 cm.) length when you use yarn 50g=160m and a 2.50 mm. crochet hook. For this pattern you need to have basic crochet and amigurumi skills and to know how to read crochet patterns. This pattern is for personal use only. PLEASE DO NOT COPY, SHARE, TRANSLATE OR DISTRIBUTE PATTERN. You can sell the toys you make! If you need some help, please, message me. I'll always help you. Thank you for crocheting with me!",Beginner,https://www.lovecrafts.com/en-us/p/mini-whale-or-dolphin-crochet-pattern-by-lovenikadesign,Mini_whale_or_dolphin.jpg
Santorini Bracelet,"This is Free Crochet pattern with the link to free Video Tutorial published on my Instagram Account. Santorini Bracelet is fast, easy and cool project which will bring you to fantastic Greek Island. Enjoy it !","Santorini Bracelet Independent Designer Crochet isWoolish English 1.0patterns nanpages Beginner DK | Light Worsted This is Free Crochet pattern with the link to free Video Tutorial published on my Instagram Account. Santorini Bracelet is fast, easy and cool project which will bring you to fantastic Greek Island. Enjoy it !",Beginner,https://www.lovecrafts.com/en-us/p/santorini-bracelet-crochet-pattern-by-iswoolish,Santorini_Bracelet.jpg
Banana Split Amigurumi Food,"Summer is around the corner, what a better way to celebrate than with this delicious Banana Split? Get your hooks ready for this delicious Collaboration with Love Crafts yarns! What you need: 2.75 or 3.00 mm Crochet Hook Tapestry needle Embroidery needle Safety eyes 6 mm and 9 mm Soft Stuffing Embroidery thread Stitch marker Paintbox yarns: Yarn: Weight: 100% Acrylic, DK/ Light Worsted Paintbox yarns: You need one skein of yarn for each color (3.5oz ) · White: PaperWhite (100) · Lime: Lime Green (128) · Cream: Banana Cream (120 · Brown: Coffee Bean (110) · Light Brown: Soft Fudge (109) · Beige: Light Caramel (108) · Pink/Bubblegum Pink (150) · Green/Grass Green (129) · Blue/ Sailor Blue (139) · Purple/Pansy Purple (147) · Dark Pink/ Lipstick Pink (151)","Banana Split Amigurumi Food Independent Designer Crochet Amigurumi Food English What you need: 2.75 or 3.00 mm Crochet Hook Tapestry needle Embroidery needle Safety eyes 6 mm and 9 mm Soft Stuffing Embroidery thread Stitch marker 1.0patterns nanpages Beginner DK | Light Worsted Summer is around the corner, what a better way to celebrate than with this delicious Banana Split? Get your hooks ready for this delicious Collaboration with Love Crafts yarns! What you need: 2.75 or 3.00 mm Crochet Hook Tapestry needle Embroidery needle Safety eyes 6 mm and 9 mm Soft Stuffing Embroidery thread Stitch marker Paintbox yarns: Yarn: Weight: 100% Acrylic, DK/ Light Worsted Paintbox yarns: You need one skein of yarn for each color (3.5oz ) · White: PaperWhite (100) · Lime: Lime Green (128) · Cream: Banana Cream (120 · Brown: Coffee Bean (110) · Light Brown: Soft Fudge (109) · Beige: Light Caramel (108) · Pink/Bubblegum Pink (150) · Green/Grass Green (129) · Blue/ Sailor Blue (139) · Purple/Pansy Purple (147) · Dark Pink/ Lipstick Pink (151)",Beginner,https://www.lovecrafts.com/en-us/p/banana-split-amigurumi-food-crochet-pattern-by-amigurumi-food,Banana_Split_Amigurumi_Food.jpg
3D Daisy keyring,"Quick and easy beginner friendly project, 3D daisy flower which would make a great keyring/keychain or bag charm. Link to the full video tutorial is included in the pdf file to help you along. I used aran/worsted yarn but you can use different type, choose a suitable hook and you will either get a smaller or bigger flower. Happy crocheting! Any questions, get in touch! Kat","3D Daisy keyring Independent Designer Crochet Luna Crochet Designs English you will also need a keyring attachment 1.0patterns 3.0pages Beginner AranSee Worsted Knitting PatternsSee Aran Crochet PatternsSee Aran & Worsted Yarns Quick and easy beginner friendly project, 3D daisy flower which would make a great keyring/keychain or bag charm. Link to the full video tutorial is included in the pdf file to help you along. I used aran/worsted yarn but you can use different type, choose a suitable hook and you will either get a smaller or bigger flower. Happy crocheting! Any questions, get in touch! Kat",Beginner,https://www.lovecrafts.com/en-us/p/3d-daisy-keyring-crochet-pattern-by-luna-crochet-designs,3D_Daisy_keyring.jpg
Tiny eggplant amigurumi,"Available in Portuguese, English and Spanish. You will receive a PDF file (6 pages) with well-explained crochet description illustrated with photos. You can sell freely your amigurumi made from this pattern. This Tiny eggplant is about 4,5cm (1,7 inches) tall using a crochet hook size 1.25mm. Using the same pattern, you can make smaller or larger amigurumis using different hook sizes and compatible yarns. You need to know previously the basic crochet stitches. If you have doubts you can send your question on our social media. Don't forget to show me your Tiny! When sharing your work, tag Tiny on social media. I hope you enjoy!","Tiny eggplant amigurumi Independent Designer Crochet João Pedro Basques English, Portuguese, Spanish 1.0patterns 18.0pages Beginner Floss Available in Portuguese, English and Spanish. You will receive a PDF file (6 pages) with well-explained crochet description illustrated with photos. You can sell freely your amigurumi made from this pattern. This Tiny eggplant is about 4,5cm (1,7 inches) tall using a crochet hook size 1.25mm. Using the same pattern, you can make smaller or larger amigurumis using different hook sizes and compatible yarns. You need to know previously the basic crochet stitches. If you have doubts you can send your question on our social media. Don't forget to show me your Tiny! When sharing your work, tag Tiny on social media. I hope you enjoy! Puppet Puppets Eldorado No. 10",Beginner,https://www.lovecrafts.com/en-us/p/tiny-eggplant-amigurumi-crochet-pattern-by-joao-pedro-basques,Tiny_eggplant_amigurumi.jpg
Baby Cardigan in Lion Brand Touch Of Linen - M20048 TY - Downloadable PDF,"Baby Cardigan in Lion Brand Touch Of Linen - M20048 TY - Downloadable PDF is a free Beginner Crochet pattern by Sarah Zee & Lion Brand, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Baby Cardigan in Lion Brand Touch Of Linen - M20048 TY - Downloadable PDF Lion Brand Crochet Sarah Zee & Lion Brand English 1.0patterns 5.0pages Beginner FingeringSee Fingering Yarns Baby Cardigan in Lion Brand Touch Of Linen - M20048 TY - Downloadable PDF is a free Beginner Crochet pattern by Sarah Zee & Lion Brand, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Lion Brand Touch of Linen 4.00mm (G) To Fit Age: Newborn tp 18 Months",Beginner,https://www.lovecrafts.com/en-us/p/baby-cardigan-in-lion-brand-touch-of-linen-m20048-ty-downloadable-pdf,Baby_Cardigan_in_Lion_Brand_Touch_Of_Linen_-_M20048_TY_-_Downloadable_PDF.jpg
Annemaries Flower Ebook,In this flower Ebook you'll find 20 different flower patterns. The patterns are written in US terms. It's a great free Ebook for every crocheter to have. I made these flowers with Phildar Phil Coton 3 but Paintbox Yarns Cotton DK is a lovely alternative yarn to use.,Annemaries Flower Ebook Independent Designer Crochet Annemarie Benthem English 1.0patterns 24.0pages Beginner DK | Light Worsted In this flower Ebook you'll find 20 different flower patterns. The patterns are written in US terms. It's a great free Ebook for every crocheter to have. I made these flowers with Phildar Phil Coton 3 but Paintbox Yarns Cotton DK is a lovely alternative yarn to use.,Beginner,https://www.lovecrafts.com/en-us/p/annemaries-flower-ebook-crochet-pattern-by-annemarie-benthem,Annemaries_Flower_Ebook.jpg
Crochet Lacy Squares in Red Heart Soft Baby Solids - LW1579 - Downloadable PDF,Learn how to crochet with our beginners guide!,Crochet Lacy Squares in Red Heart Soft Baby Solids - LW1579 - Downloadable PDF Red Heart US Crochet Michele Thompson English 1.0patterns 1.0pages Beginner WorstedSee Worsted Yarns Learn how to crochet with our beginners guide! 4.00mm (F) Squares: 41in to 41in,Beginner,https://www.lovecrafts.com/en-us/p/crochet-lacy-squares-in-red-heart-soft-baby-solids-lw1579-downloadable-pdf,Crochet_Lacy_Squares_in_Red_Heart_Soft_Baby_Solids_-_LW1579_-_Downloadable_PDF.jpg
Green Crochet Top in Schachenmayr Catania - S9016,"Green Crochet Top in Schachenmayr Catania - S9016 is a free  Crochet pattern by Schachenmayr, available as a Downloadable PDF and includes instructions in Dutch, English, French, German. Super fun to make, this pattern could be your next masterpiece!","Green Crochet Top in Schachenmayr Catania - S9016 Schachenmayr Crochet Dutch, English, French, German 1.0patterns 2.0pages SportSee Sport Knitting PatternsSee Sport Yarns Green Crochet Top in Schachenmayr Catania - S9016 is a free Crochet pattern by Schachenmayr, available as a Downloadable PDF and includes instructions in Dutch, English, French, German. Super fun to make, this pattern could be your next masterpiece! Schachenmayr Catania 3.00mm (C) S/M and L/XL",,https://www.lovecrafts.com/en-us/p/green-crochet-top-in-schachenmayr-catania-s9016,Green_Crochet_Top_in_Schachenmayr_Catania_-_S9016.jpg
CLS Simple Shawl,This (large) “one skein wonder” is a quick and easy project using half double and double crochet stitches. The simple design can be worn at the office or on weekends. (Belt shown in photo not included.) Post pictures of your finished shawl using #clssimpleshawl,CLS Simple Shawl Independent Designer Crochet CLS Knit & Crochet Design English 1.0patterns nanpages Beginner AranSee Worsted Knitting PatternsSee Aran Crochet PatternsSee Aran & Worsted YarnsWorstedSee Worsted Knitting PatternsSee Aran & Worsted YarnsSee Worsted Yarns This (large) “one skein wonder” is a quick and easy project using half double and double crochet stitches. The simple design can be worn at the office or on weekends. (Belt shown in photo not included.) Post pictures of your finished shawl using #clssimpleshawl,Beginner,https://www.lovecrafts.com/en-us/p/cls-simple-shawl-crochet-pattern-by-cls-knit-crochet-design,CLS_Simple_Shawl.jpg
Cell Phone or Tablet Cozy in Caron Simply Soft - Downloadable PDF,Learn how to crochet with our beginners guide!,"Cell Phone or Tablet Cozy in Caron Simply Soft - Downloadable PDF Caron Crochet Lorna Miser English 3.0patterns 2.0pages Beginner AranSee Worsted Knitting PatternsSee Aran Crochet PatternsSee Aran & Worsted Yarns Learn how to crochet with our beginners guide! Caron Simply Soft 5.00mm (H) Cell Phone: 2in to 5in, Tablet: 6in to 9in, iPad: 7in to 9in",Beginner,https://www.lovecrafts.com/en-us/p/cell-phone-or-tablet-cozy-in-caron-simply-soft-downloadable-pdf,Cell_Phone_or_Tablet_Cozy_in_Caron_Simply_Soft_-_Downloadable_PDF.jpg
Bumble Blossom Black Eyed Susan Amigurumi Crochet Pattern,"Brighten any room or windowsill with this free amigirumi crochet flower pattern. This intermediate pattern includes instructions to crochet one flower, pot and bumblee. The flower is designed to be removable from the pot. Crochet all the free Bumble Blossom flower patterns by erinmaycrochet!","Bumble Blossom Black Eyed Susan Amigurumi Crochet Pattern Independent Designer Crochet erinmaycrochet English Cardboard is used to reinforce the pot. 1.0patterns 12.0pages Intermediate SportSee Sport Knitting PatternsSee Sport Yarns Brighten any room or windowsill with this free amigirumi crochet flower pattern. This intermediate pattern includes instructions to crochet one flower, pot and bumblee. The flower is designed to be removable from the pot. Crochet all the free Bumble Blossom flower patterns by erinmaycrochet! Schachenmayr Catania",Intermediate,https://www.lovecrafts.com/en-us/p/bumble-blossom-black-eyed-susan-amigurumi-crochet-pattern-crochet-pattern-by-erinmaycrochet,Bumble_Blossom_Black_Eyed_Susan_Amigurumi_Crochet_Pattern.jpg
Ridge Baby Blanket - Free Afghan Crochet Pattern For Babies in Paintbox Yarns Baby DK Prints by Paintbox Yarns,"Texture is wonderful for baby blankets, something to squish with little fingers, and this Ridge Baby Blanket is such a fun project to hook up for a gorgeous new baby gift, or a beautiful comforter for a toddler to keep! Download the PDF pattern for Ridge Baby Blanket - Free Afghan Crochet Pattern For Babies in Paintbox Yarns Baby DK Prints by Paintbox Yarns & start crocheting today! Discover thousands of downloadables and FREE crochet patterns at LoveCrafts.com.","Ridge Baby Blanket - Free Afghan Crochet Pattern For Babies in Paintbox Yarns Baby DK Prints by Paintbox Yarns Paintbox Yarns Crochet English Scissors, Large eyed needle 1.0patterns 3.0pages Intermediate DK | Light Worsted Texture is wonderful for baby blankets, something to squish with little fingers, and this Ridge Baby Blanket is such a fun project to hook up for a gorgeous new baby gift, or a beautiful comforter for a toddler to keep! Download the PDF pattern for Ridge Baby Blanket - Free Afghan Crochet Pattern For Babies in Paintbox Yarns Baby DK Prints by Paintbox Yarns & start crocheting today! Discover thousands of downloadables and FREE crochet patterns at LoveCrafts.com. Paintbox Yarns Baby DK Prints 4.00mm (G) Size: 25.5in (65cm) x 31.5in (80cm)",Intermediate,https://www.lovecrafts.com/en-us/p/ridge-baby-blanket-free-afghan-crochet-pattern-for-babies-in-paintbox-yarns-baby-dk-prints-by-paintbox-yarns,Ridge_Baby_Blanket_-_Free_Afghan_Crochet_Pattern_For_Babies_in_Paintbox_Yarns_Baby_DK_Prints_by_Paintbox_Yarns.jpg
Blushing Rose Throw in Red Heart Super Saver Economy Solids - WR2019,"Blushing Rose Throw in Red Heart Super Saver Economy Solids - WR2019 is a free  Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Blushing Rose Throw in Red Heart Super Saver Economy Solids - WR2019 Red Heart US Crochet English 1.0patterns nanpages Blushing Rose Throw in Red Heart Super Saver Economy Solids - WR2019 is a free Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Red Heart Super Saver Economy Solids 6.5mm",,https://www.lovecrafts.com/en-us/p/blushing-rose-throw-in-red-heart-super-saver-economy-solids-wr2019,Blushing_Rose_Throw_in_Red_Heart_Super_Saver_Economy_Solids_-_WR2019.jpg
Heirloom Stitches Throw in Red Heart Super Saver Economy Solids - WR2081,"Heirloom Stitches Throw in Red Heart Super Saver Economy Solids - WR2081 is a free  Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Heirloom Stitches Throw in Red Heart Super Saver Economy Solids - WR2081 Red Heart US Crochet English 1.0patterns nanpages Heirloom Stitches Throw in Red Heart Super Saver Economy Solids - WR2081 is a free Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Red Heart Super Saver Economy Solids 4mm",,https://www.lovecrafts.com/en-us/p/heirloom-stitches-throw-in-red-heart-super-saver-economy-solids-wr2081,Heirloom_Stitches_Throw_in_Red_Heart_Super_Saver_Economy_Solids_-_WR2081.jpg
Alpine Shawl in Cascade Ultra Pima - DK234,"Alpine Shawl in Cascade Ultra Pima - DK234 is a free Intermediate Crochet pattern by Cristina Mershon, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Alpine Shawl in Cascade Ultra Pima - DK234 Cascade Yarns Crochet Cristina Mershon English 1.0patterns 6.0pages Intermediate DK | Light Worsted Alpine Shawl in Cascade Ultra Pima - DK234 is a free Intermediate Crochet pattern by Cristina Mershon, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Cascade Yarns Ultra Pima 3.75mm Width: 163cm (64""), Height: 81cm (32"")",Intermediate,https://www.lovecrafts.com/en-us/p/alpine-shawl-in-cascade-ultra-pima-dk234,Alpine_Shawl_in_Cascade_Ultra_Pima_-_DK234.jpg
Soft Shells Baby Blanket in Caron Simply Soft Light - Downloadable PDF,"Soft Shells Baby Blanket in Caron Simply Soft Light - Downloadable PDF is a free Intermediate Crochet pattern by Brenda Bourg, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Soft Shells Baby Blanket in Caron Simply Soft Light - Downloadable PDF Caron Crochet Brenda Bourg English 1.0patterns 2.0pages Intermediate DK | Light Worsted Soft Shells Baby Blanket in Caron Simply Soft Light - Downloadable PDF is a free Intermediate Crochet pattern by Brenda Bourg, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Caron Simply Soft Light 4.00mm (F) Blanket: 32in to 40in",Intermediate,https://www.lovecrafts.com/en-us/p/soft-shells-baby-blanket-in-caron-simply-soft-light-downloadable-pdf,Soft_Shells_Baby_Blanket_in_Caron_Simply_Soft_Light_-_Downloadable_PDF.jpg
Circular Motif Shawl in Red Heart Boutique Treasure - LW3336,"Circular Motif Shawl in Red Heart Boutique Treasure - LW3336 is a free  Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Circular Motif Shawl in Red Heart Boutique Treasure - LW3336 Red Heart US Crochet English 1.0patterns nanpages Circular Motif Shawl in Red Heart Boutique Treasure - LW3336 is a free Crochet pattern by Red Heart US, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Red Heart Boutique Treasure 4mm",,https://www.lovecrafts.com/en-us/p/circular-motif-shawl-in-red-heart-boutique-treasure-lw3336,Circular_Motif_Shawl_in_Red_Heart_Boutique_Treasure_-_LW3336.jpg
Metallic Mesh Top in Patons Metallic Variegates and Metallic - Downloadable PDF,Learn how to crochet with our beginners guide!,Metallic Mesh Top in Patons Metallic Variegates and Metallic - Downloadable PDF Patons US Crochet English 1.0patterns 2.0pages Beginner WorstedSee Worsted Yarns Learn how to crochet with our beginners guide! Patons Metallic 5.00mm (H) To Fit Bust: 30in to 62in,Beginner,https://www.lovecrafts.com/en-us/p/metallic-mesh-top-in-patons-metallic-variegates-and-metallic-downloadable-pdf,Metallic_Mesh_Top_in_Patons_Metallic_Variegates_and_Metallic_-_Downloadable_PDF.jpg
Slouchy Beret in Red Heart Boutique Magical - LW2794 - Downloadable PDF,Learn how to crochet with our beginners guide!,Slouchy Beret in Red Heart Boutique Magical - LW2794 - Downloadable PDF Red Heart US Crochet Ellen Gormley English 1.0patterns 1.0pages Beginner WorstedSee Worsted Yarns Learn how to crochet with our beginners guide! 6.50mm (K) Beret: 21in,Beginner,https://www.lovecrafts.com/en-us/p/slouchy-beret-in-red-heart-boutique-magical-lw2794-downloadable-pdf,Slouchy_Beret_in_Red_Heart_Boutique_Magical_-_LW2794_-_Downloadable_PDF.jpg
Tiny Snowflakes Baby Blanket in Caron Simply Soft - Downloadable PDF,"Tiny Snowflakes Baby Blanket in Caron Simply Soft - Downloadable PDF is a free Intermediate Crochet pattern by Caron, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Tiny Snowflakes Baby Blanket in Caron Simply Soft - Downloadable PDF Caron Crochet English shade not specified in pattern 1.0patterns 2.0pages Intermediate AranSee Worsted Knitting PatternsSee Aran Crochet PatternsSee Aran & Worsted Yarns Tiny Snowflakes Baby Blanket in Caron Simply Soft - Downloadable PDF is a free Intermediate Crochet pattern by Caron, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Caron Simply Soft 5.00mm (H) Blanket: 42in to 44in",Intermediate,https://www.lovecrafts.com/en-us/p/tiny-snowflakes-baby-blanket-in-caron-simply-soft-downloadable-pdf,Tiny_Snowflakes_Baby_Blanket_in_Caron_Simply_Soft_-_Downloadable_PDF.jpg
Revisto Mand in Hoooked Zpagetti Solids,"Revisto Mand in Hoooked Zpagetti Solids is a free Beginner Crochet pattern by Hoooked, available as a Downloadable PDF and includes instructions in Dutch, English, German. Super fun to make, this pattern could be your next masterpiece!","Revisto Mand in Hoooked Zpagetti Solids Hoooked Crochet Dutch, English, German 1.0patterns 3.0pages Beginner Super BulkySee Super Bulky Knitting Patterns Knitting PatternsSee Super Bulky Crochet PatternsSee Super Bulky Yarns Revisto Mand in Hoooked Zpagetti Solids is a free Beginner Crochet pattern by Hoooked, available as a Downloadable PDF and includes instructions in Dutch, English, German. Super fun to make, this pattern could be your next masterpiece! Hoooked Zpagetti Solid 12.00mm One Size",Beginner,https://www.lovecrafts.com/en-us/p/revisto-mand-in-hoooked-zpagetti-solids,Revisto_Mand_in_Hoooked_Zpagetti_Solids.jpg
Haven Shells Shawl in Cascade Yarns Ultra Pima Fine - FW224 - Downloadable PDF,"Haven Shells Shawl in Cascade Yarns Ultra Pima Fine - FW224 - Downloadable PDF is a free Intermediate Crochet pattern by Shannon Thomas, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece!","Haven Shells Shawl in Cascade Yarns Ultra Pima Fine - FW224 - Downloadable PDF Cascade Yarns Crochet Shannon Thomas English 1.0patterns 4.0pages Intermediate SportSee Sport Knitting PatternsSee Sport Yarns Haven Shells Shawl in Cascade Yarns Ultra Pima Fine - FW224 - Downloadable PDF is a free Intermediate Crochet pattern by Shannon Thomas, available as a Downloadable PDF and includes instructions in English. Super fun to make, this pattern could be your next masterpiece! Cascade Yarns Ultra Pima Fine 3.50mm (E) Size: 56in x 33in",Intermediate,https://www.lovecrafts.com/en-us/p/haven-shells-shawl-in-cascade-yarns-ultra-pima-fine-fw224-downloadable-pdf,Haven_Shells_Shawl_in_Cascade_Yarns_Ultra_Pima_Fine_-_FW224_-_Downloadable_PDF.jpg
