title,description,Pattern Type,Difficulty,Sizes Included,Yarn Weight,Yarn Line,Yardage,Fiber Type,Needle / Hook Sizes,image_url,local_path,pattern_link
Lacy Scarfby Lion Brand,"The Lacy Scarf is a crochet scarf pattern made with super bulky weight yarn that has a skill level of easy. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Easy,"Approx.  9"" wide x 80 in. long",Super Bulky,,318,"Acrylic, Wool",Crochet hook size N-13 (9 mm),"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n5298.jpg~w=1000,h=1000,v=1",../data/images\Lacy_Scarfby_Lion_Brand.jpg,https://www.crochet.com/lacy-scarf/p/N5298
Large Bag (Knit Crochet)by Lion Brand,"The Large Bag is a knit & crochet pattern made with jumbo weight yarn that has a skill level of easy. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Beginner,"Approx 30"" circ x 12"" tall",Jumbo,,52,,Circular knitting needle size 50 (25 mm) & Crochet hook size U-50 (25 mm),"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n3751.jpg~w=1000,h=1000,v=1",../data/images\Large_Bag_Knit_Crochetby_Lion_Brand.jpg,https://www.crochet.com/large-bag-knit-crochet/p/N3751
Lark Lace Earringsby Sara Korth,"Nothing says summer like bright, fun crochet! Inspired by sunshine peeking up over the horizon first thing in the morning, these earrings mirror the hopeful atmosphere of summertime and are the perfect summer accessory! The Lark Lace Earrings uniquely combine beginner and intermediate stitches, making them the perfect introduction to working with crochet thread and a small hook! The short, delicate pattern will expand your crochet skills and will work up satisfyingly quick.",,Intermediate,"2"" diameter",Lace,,721,Cotton,8/1.5mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58237220.jpg~w=1000,h=1000,v=1",../data/images\Lark_Lace_Earringsby_Sara_Korth.jpg,https://www.crochet.com/lark-lace-earrings/p/58237
Lattice Lace Shawlby Nicole Chase,"Inspired by the trellis in a spring garden, the Lattice Lace Shawl gives a look of casual elegance. With an intricate lace design and delicate fringe, this shawl is the perfect addition to any spring wardrobe. The Lattice Lace Shawl is a long rectangular wrap worked flat from the short end. The 6-row repeat is worked continuously with a simple fringe added to each short end.",,Intermediate,"24 x 76""",Fingering,,1800,Wool,D/3.25mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58183220.jpg~w=1000,h=1000,v=1",../data/images\Lattice_Lace_Shawlby_Nicole_Chase.jpg,https://www.crochet.com/lattice-lace-shawl/p/58183
Le Toteby Mimi Alelis,"This fashionable, soft yet sturdy tote is a great choice for day trips - carry your basic essentials for the beach, your crafty projects, or your grocery items. Tote bag is worked in two identical parts for front and back, then assembled with crochet. It starts with a circular shoulder strap, worked separately. The ribbed part is folded lengthwise over the strap, then the edges crocheted together. Body is made of Half Double Crochet worked in-between the posts of previous row. It is rounded at the bottom ends",,Intermediate,"15.5"" wide x 14.5"" high (without handles)",Worsted,,825,Cotton,Size H/8 (5.00 mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58051220.jpg~w=1000,h=1000,v=1",../data/images\Le_Toteby_Mimi_Alelis.jpg,https://www.crochet.com/le-tote/p/58051
Leaflet Wall Hangingby Kristen Clay,"Bring the tropics into your d écor with a few basic stitches that create this unique, asymmetrical wall hanging featuring a single bold monstera leaf and slanted fringe. Worked in rows, following a filet chart, the wall hanging decreases by one block each row to create the slanted shape without any complicated decrease stitches.",Crochet,Intermediate,"21"" wide x 24"" long, not including fringe",DK,,615,Cotton,U.S. size G (4.25 mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58071220.jpg~w=1000,h=1000,v=1",../data/images\Leaflet_Wall_Hangingby_Kristen_Clay.jpg,https://www.crochet.com/leaflet-wall-hanging/p/58071
Lemon Block Pattern - Warm Up Americaby Twinkie Chan,"When life gives you lemons ¦ crochet one! #StitchAwayStress this April by crocheting a cute lemon blanket block for your donation to Warm Up America and bring awareness to National Stress Awareness Month. This is a fun project that you'll crochet with some basic colorwork or intarsia. Intarsia comes from a German word meaning “mosaic”, and the fun thing about intarsia is that it looks great from the front and the back. All you need to know is the single crochet stitch!",Crochet,Intermediate,"7"" x 9"" block",Worsted,,85,Acrylic,U.S H/8 (5 mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58172220.jpg~w=1000,h=1000,v=1",../data/images\Lemon_Block_Pattern_-_Warm_Up_Americaby_Twinkie_Chan.jpg,https://www.crochet.com/lemon-block-pattern-warm-up-america/p/58172
Liana Vines Topby Liz Salazar,"Entangle yourself in the twisting, turning, and climbing stems of the Liana Vines Top. Inspired by the lush greenery and tropical climate of the rainforest, this v-neck style top, with its cascading greenery appliqué, is sure to become the hottest addition to your summer wardrobe. Liana Vines Top is worked in four separate panels, and then seamed together. Leaf appliqué are worked individually before being sewn on, prior to seaming. Surface slip stitch is used to create the stems. Panels are worked from bottom up in HDC v-st pattern.",Crochet,Intermediate,"35.5"" finished chest, 40"" finished chest, 45"" finished chest, 47"" finished chest, 52.5"" finished chest, 55"" finished chest, 60.5"" finished chest, 64"" finished chest",Fingering,,1785-2856,Wool,U.S.  D/3 (3.25 mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58070220.jpg~w=1000,h=1000,v=1",../data/images\Liana_Vines_Topby_Liz_Salazar.jpg,https://www.crochet.com/liana-vines-top/p/58070
Light Touch Pulloverby Natasha Robarge,"This lightweight pullover exudes softness and feminine charm, featuring a subtle lace pattern composed of petal clusters. Open neck, gentle pattern curves, relaxed fit, and cashmere content of the yarn, all create a luxurious garment. Light Touch Pullover is worked sideways in pieces. Front and Back are worked from centerlines to sides. Sleeves are worked from bottom up. This construction allows easy size adjustments if needed. A reduced stitch diagram is provided for front neck shaping. Light Touch Pullover is worked sideways in pieces. Front and Back are worked from centerlines to sides. Sleeves are worked from bottom up. This construction allows easy size adjustments, if needed. A reduced stitch diagram is provided for front neck shaping. garment is meant to be worn with 4"" of ease",,Intermediate,"44"" finished chest circumference , 48"" finished chest circumference, 52.5"" finished chest circumference, 57"" finished chest circumference, 61"" finished chest measurement",Fingering,,2070-2760,Wool,US G/6 (4mm) Crochet Hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58005220.jpg~w=1000,h=1000,v=1",../data/images\Light_Touch_Pulloverby_Natasha_Robarge.jpg,https://www.crochet.com/light-touch-pullover/p/58005
Lily of the Nile Shawlby Michele DuNaier,"Inspired by the flower of the same name, the Lily of the Nile shawl is an elegant yet easy-to-crochet project. The tall and stately flower, with its dainty curved petals, is evoked by the shawl's dramatic lines and delicate edging points. The shawl starts at the back of the neck and is worked downward to the lacy flower petal edging. Increasing is done at the row ends and at three strategic points in the body rows to create a triple spine structure. DC rows are interspersed with rows of Filet crochet for visual interest.",Crochet,Intermediate,"65"" wide x 22"" deep (blocked)",Sport,,738,Wool,US 7 (4.50mm) Crochet Hook & US G/6 (4.00mm) for Lower and Top Edgings,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58016220.jpg~w=1000,h=1000,v=1",../data/images\Lily_of_the_Nile_Shawlby_Michele_DuNaier.jpg,https://www.crochet.com/lily-of-the-nile-shawl/p/58016
Linked Loops Super Scarfby Lisa Wicker,"With lofty texture and dramatic length, this super scarf makes a bold statement while delivering generous warmth. The pattern is worked in the Linked Double Crochet (LDC) stitch while holding two strands of bulky yarn together. This variation of the Double Crochet (DC) stitch links double crochets together to create a denser fabric with fewer holes. The result is a cozy statement piece—whether wrapped, draped, or belted. While the downy softness of Wonderfluff is preferred, any two strands of bulky yarn held together can be used. Yarn usage and finished measurements may vary.",Crochet,Easy,"12"" width × 96"" length, not including fringe",Bulky,,1136,,"US P/16 (11.5mm) crochet hook,","https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n9051.jpg~w=1000,h=1000,v=1",../data/images\Linked_Loops_Super_Scarfby_Lisa_Wicker.jpg,https://www.crochet.com/linked-loops-super-scarf/p/N9051
Linwood Place Blanketby Rachel Beth,"A twist on the traditional modular crochet blanket, the Linwood Place Blanket uses filet diamonds and special cluster stitches to add texture and interest. Each square is worked in the round and features a filet pattern surrounded by special cluster stitches. As a modular design, any rectangular arrangement of squares can be joined together before working the border. The border features a special cluster stitch round and ends with a round of shells created using the same cluster stitch. The border can be worked around any rectangular arrangement of squares. The border adds 4'' to the length and width.",Crochet,Intermediate,"55"" Square",Sport,,5084,Acrylic,Size F/5 (3.75mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58118220.jpg~w=1000,h=1000,v=1",../data/images\Linwood_Place_Blanketby_Rachel_Beth.jpg,https://www.crochet.com/linwood-place-blanket/p/58118
Lisbeth Beanieby Sarah Elrashidi,"Inspired by the icy landscape of a Colorado winter, the arching pattern in this hat mirrors the wind whipping snow into drifts. The Lisbeth Beanie is worked in the round from the bottom up with a ribbed brim. The top of the hat is stitched with a repeating arch and then cinched together before being topped with a faux fur pom-pom.",,Intermediate,"10"" wide x 9.5"" tall (laid flat)",Worsted,,208,Wool,Size G (4.25mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58168220.jpg~w=1000,h=1000,v=1",../data/images\Lisbeth_Beanieby_Sarah_Elrashidi.jpg,https://www.crochet.com/lisbeth-beanie/p/58168
Little Bear Coatby Brenda K.B. Anderson,"Could a baby possibly be cuddlier? This Little Bear Coat features an ample hood complete with adorable bear ears. The double-breasted front opening and simple ribbed stitch pattern make this unisex sweater an instant classic. Extra long sleeves can be cuffed until baby needs the extra length. This coat is worked in turned rows, with very minimal shaping in simple single crochet ribbing, making this project suitable for advanced beginners. Work the hood and sweater fronts as one from the top down: one piece for the right and one piece for the left. Small crocheted discs (stitched to the wrong side of Right Front) reinforce button attachment points.",,Intermediate,"3 months, 6 months, 12 months, 18 months, 24 months",DK,,738-984,Cotton,Size F/5 (3.75mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58208220.jpg~w=1000,h=1000,v=1",../data/images\Little_Bear_Coatby_Brenda_KB_Anderson.jpg,https://www.crochet.com/little-bear-coat/p/58208
Log Cabin Dishclothby Tian Connaughton,"Play with colors, use up scraps with this fun and quick log cabin inspired dishcloth. Each new color is built off of the squares created before, turning the piece clockwise and working into the ends of each row. Weaving in ends as you go will save time at the end!",Crochet,Intermediate,"8.5"" x 8.5""",DK,,120,Cotton,Size F/5 (3.75mm): crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56036220.jpg~w=1000,h=1000,v=1",../data/images\Log_Cabin_Dishclothby_Tian_Connaughton.jpg,https://www.crochet.com/log-cabin-dishcloth/p/56036
Lotus Headbandby Tasha Margette Reynolds,"The luxurious feel of a spa day is at your fingertips. The soothing sounds of flowing water, soft and cozy towels, warm steam on your face. The soothing headband is comprised of three delicate strips stitched together creating a lacy, textured feel.",,Intermediate,"21"" circ x 3.25"" wide, after blocking & assembly","Fingering, Lace",,180,Cotton,F/5 (3.75 mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55070220.jpg~w=1000,h=1000,v=1",../data/images\Lotus_Headbandby_Tasha_Margette_Reynolds.jpg,https://www.crochet.com/lotus-headband/p/55070
Love Squared C2C Pillowby Quayln Stark,"You’ll just love this adorable pixelated heart pillow, using a simple Corner-to-Corner (C2C) crochet chart that you can customize with your own colorways or background design. If you’re new to C2C, this is a great place to start—we know that you’ll love it! Love Squared C2C Pillow is a simple charted corner to corner pattern with the option of customization. Two separate square panels are made then seamed together over a 12’’ form to make a chic throw pillow. Chart one is a pre-made rainbow heart chart, whereas chart two has a blank and customizable background.",Crochet,Intermediate,"12"" square",Worsted,,660,Wool,Size 7 (4.5 mm) Crochet Hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58102220.jpg~w=1000,h=1000,v=1",../data/images\Love_Squared_C2C_Pillowby_Quayln_Stark.jpg,https://www.crochet.com/love-squared-c2c-pillow/p/58102
Lovely Lichen Pillowby Alyssa George,"Simple stripes and gorgeous textures! This bold, modern throw pillow is sure to be a statement piece of decor in any room of your home. The Lovely Lichen Pillow is crocheted in the Crystal Wave pattern, a repetitive pattern of single, front-post single, and double crochet stitches, a combination that makes an amazing texture. The front and back are worked separately with the back panel being worked as two pieces. These overlapping pieces on the back create a pocket so the pillow insert can easily be removed.",Crochet,Intermediate,One size,Worsted,,872,Acrylic,H/5.0mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56288220.jpg~w=1000,h=1000,v=1",../data/images\Lovely_Lichen_Pillowby_Alyssa_George.jpg,https://www.crochet.com/lovely-lichen-pillow/p/56288
Lovestruck Jar Cozyby Ilaria Caliri,"Use crochet thread to make a modern boho-style jar cozy, which makes the ideal wedding table decor. Fill it with flowers, plants, or a candle to light up a special night. The Lovestruck Jar Cozy is worked in the round from the bottom up. The vertical pattern is made of X-shaped motifs, clusters, and front post stitches to get a textured effect that emphasizes verticality. The top edge is enriched with a fringe and an optional drawstring band.",Crochet,Intermediate,"To cover 3.5"" diameter jar, adaptable to any size",Lace,,721,Cotton,Size 8 (1.5 mm) Steel Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58046220.jpg~w=1000,h=1000,v=1",../data/images\Lovestruck_Jar_Cozyby_Ilaria_Caliri.jpg,https://www.crochet.com/lovestruck-jar-cozy/p/58046
Luxe Flowers Cowlby Maria O'Keefe,"Lace and hand painted silk is such a luxury but should be an everyday indulgence with this slinky easy to wear with everything cowl. Cowl is made up of 56 hexagonal motifs that are joined-as-you-go (jaygo). Before crocheting last motifs together, pin ends together and try on to determine best length for you. To make a longer cowl, just add more motifs.",Crochet,Advanced,"9"" high x 31.5"" circumference",Lace,,872,Silk,US D/3 (3.25mm),"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58027220.jpg~w=1000,h=1000,v=1",../data/images\Luxe_Flowers_Cowlby_Maria_OKeefe.jpg,https://www.crochet.com/luxe-flowers-cowl/p/58027
Mae Wrap Dressby Brynnan Foster,"Happiness is made with soft, cushy yarn; simplicity is enjoyed through classic, beautiful design. Find both with your little one and delight in this darling wrap dress for any occasion. Body is crocheted in 3 pieces with the front panels worked continuously from top down, in rows. Ties are added to front panels and worked in rows. The back is worked top down in rows starting with the lower portion; the upper portion and one back shoulder is worked onto the lower portion; the remaining back shoulder is worked onto the upper portion. All panels are sewn together at the shoulders and sides, leaving an opening on the side to thread one tie through.",,Intermediate,"18mo - 21"" chest measurement x 16.5"" length , 2yr - 21.75"" chest measurement x 18.5"" length, 4yr - 23"" chest measurement  x 19"" length , 5yr - 24"" chest measurement  x 20.5"" length, 6yr - 25"" chest measurement  x 23.5"" length",Sport,,984-1640,Wool,G/6 (4.00mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/56339220.jpg~w=1000,h=1000,v=1",../data/images\Mae_Wrap_Dressby_Brynnan_Foster.jpg,https://www.crochet.com/mae-wrap-dress/p/56339
Magic Forest Pillowsby NT Maglia,"Add a bit of magic to your home d éc or! Traditional geometric patterns for two tapestry pillows, crocheted in warm fall colors, are here to brighten up any corner of your home. Pillows are worked in the round. Front is worked in Tapestry Double Crochet using four contrasting colors. Back is worked in regular Double Crochet.",,Intermediate,"16"" Square",Worsted,,1320,Wool,Size 7 (4.5mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58110220.jpg~w=1000,h=1000,v=1",../data/images\Magic_Forest_Pillowsby_NT_Maglia.jpg,https://www.crochet.com/magic-forest-pillows/p/58110
Make it Mesh Shrugby 10 Hours or Less,"Simple rectangles come together to create an easy, breezy crocheted shrug! Ideally suited for heavy worsted or light bulky weight yarn, this beginner–friendly top doesn’t require complex shaping. Even better? The filet mesh pattern is a 1–row repeat. Shrug is made in four separate pieces, each worked back–and–forth in rows from bottom up. Once blocked, the pieces are sewn together to create the garment. Sizes included: 34 (38, 42, 46, 50)(54, 58, 62, 66)” finished chest circumference; meant to be worn with 4–6” positive ease. Shown in size 42""",Crochet,Beginner,"34-46"" chest circumfernce - Bright, 50-54"" chest circumference - Bright, 58-66"" chest circumference - Bright, 34-46"" chest circumference - Neutral, 50-54"" chest circumference - Neutral, 58-66"" chest circumference - Neutral",Bulky,,568-852,,US J/9 (6mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n7768.jpg~w=1000,h=1000,v=1",../data/images\Make_it_Mesh_Shrugby_10_Hours_or_Less.jpg,https://www.crochet.com/make-it-mesh-shrug/p/N7768
Mandala Buntingby Helen Anderson,"These crochet mandalas can be worked up as individual wall hangings or multiple mandalas can be combined to create a beautiful statement bunting, making a gorgeous hanging wedding decoration or a lovely handmade gift. The bunting is quick and easy to work up and makes a great project for beginners and intermediate crocheters alike. The mandala is worked in the round, constructed using basic crochet stitches and ch 3 picot stitch. Starting chains count as a stitch throughout. Work is NOT turned at the end of the round",Crochet,Intermediate,"6.75"" x 7"" tall (not including tassel)",Worsted,,190,Cotton,Size H/8 (5.0mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58047220.jpg~w=1000,h=1000,v=1",../data/images\Mandala_Buntingby_Helen_Anderson.jpg,https://www.crochet.com/mandala-bunting/p/58047
Marimo Pillowsby Brynnan Foster,"The Marimo Pillows were designed to be a quick yet luxurious crochet gift, perfectly capturing the essence of the season’s cozy vibes. Worked continuously in the round with a seamless construction, this crochet pillow brings an instant sense of warmth and comfort to your space. Wool of the Andes™ (bulky, 100% Peruvian Highland Wool; 137yds/100g): Fern 28213, 2 (3) hanks",Crochet,Intermediate,"11.5 (to fit 12"" pillow form), 17.5"" finished diameter (to fit 18"" pillow form)",Bulky,,274-411,,US I/9 (5.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58296220.jpg~w=1000,h=1000,v=1",../data/images\Marimo_Pillowsby_Brynnan_Foster.jpg,https://www.crochet.com/marimo-pillows/p/58296
Marvelous Marl Hooded Scarfby 10 Hours or Less,"Combine two different yarns to make your own marl in this quick and colorful hooded scarf! Worked in basic single crochet without any shaping, the simple rectangular shape is ideal for beginners. Keep it as-is for a classic scarf or stitch a single seam to form a head-hugging hood. Scarf is worked vertically in rows in one piece from long edge to long edge. Upon completion, scarf is folded in half and seamed at top to create the hood. Work entire scarf with one strand each of bulky weight yarn and fingering weight yarn held together as one.",Crochet,Easy,"Child: 7 x 39.25"" - gray/pink, Teen: 8.25 x 44.25""- gray/pink, Adult: 9 x 48.75""- gray/pink, Child: 7 x 39.25"" - blue/green, Teen: 8.25 x 44.25"" - blue/green, Adult: 9 x 48.75"" - blue/green","Bulky, Fingering",,873-1241,,US M/13 (9mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n9048.jpg~w=1000,h=1000,v=1",../data/images\Marvelous_Marl_Hooded_Scarfby_10_Hours_or_Less.jpg,https://www.crochet.com/marvelous-marl-hooded-scarf/p/N9048
Medley Shawlby Handmade with Chrissy,"Add a little shabby to your chic with the Medley Shawl. Designed with the silky wool of Gloss fingering weight yarn, this beautiful rectangular shawl makes a perfect lightweight accessory for those cool summer nights. Each lacy motif is stitched in the round and joined with the working color to add to the patchwork feel. Customize your shawl with any number of colors, any yarn weight, and to any size. Some colors used in the sample are no longer available. We have made substitution suggestions in the Kit Builder below.",Crochet,Intermediate,"20 x 64""",Fingering,,1540,Wool,H/5.0mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58224220.jpg~w=1000,h=1000,v=1",../data/images\Medley_Shawlby_Handmade_with_Chrissy.jpg,https://www.crochet.com/medley-shawl/p/58224
Midtown Mantle Mock-neck Topby Liz Salazar,"Elevate while you accessorize with this side-button top that features a traditional braided cable pattern alongside a feathered fan pattern that mixes things up! Both functional and fabulous this cozy layering piece will add just the right amount of amazing to your cool-weather wardrobe. Midtown Mantle is worked bottom up in 2 separate panels, then joined at shoulders. Bottom/neck ribbing and button band are worked after panels have been seamed. Ch-1 and ch-2 at beg of row/rnd does not count as a st. Blocking, especially the fans, is crucial for this project.",Crochet,Advanced,"44.5""  finished chest, 51"" finished chest, 59"" finished chest, 65"" finished chest",DK,,1599-2337,Wool,Size G/6 (4.0mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58131220.jpg~w=1000,h=1000,v=1",../data/images\Midtown_Mantle_Mock-neck_Topby_Liz_Salazar.jpg,https://www.crochet.com/midtown-mantle-mock-neck-top/p/58131
Mighty Mittensby Helen Anderson,"These quick and easy colorful mittens make a great gift or a perfect treat for yourself. Have fun playing with these vibrant color changes and work them up in any color palette of your choice. Crocheted in Half Double Crochet, the mittens are worked from the bottom up and in joined rounds. Yarn is re-joined to work the thumb.",,Intermediate,"10"" length x 7.5"" circumference",Worsted,,872,Acrylic,Size G (4.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58148220.jpg~w=1000,h=1000,v=1",../data/images\Mighty_Mittensby_Helen_Anderson.jpg,https://www.crochet.com/mighty-mittens/p/58148
Miley Bagby Smitha Crasta,"This simple yet chic bag looks stunning and is the perfect size to toss in your essentials and take it along to the beach. The cute tie details and the two tones are sure to grab attention and give a beautiful look to a summery outfit. Dishie (worsted, 100% Cotton; 190yds/100g): MC Inlet 29504; 1 ball C1 Silver 25789; 1 ball",Crochet,Intermediate,"12"" wide and 12"" deep",Worsted,,380,Cotton,J/10 (6mm) Tunisian crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58289220.jpg~w=1000,h=1000,v=1",../data/images\Miley_Bagby_Smitha_Crasta.jpg,https://www.crochet.com/miley-bag/p/58289
Mini Amigurumi Astronautby Lion Brand,"The Amigurumi Astronaut is a crochet pattern made with medium weight yarn that has a skill level of easy. Some yarns used in the sample are not available on Crochet.com. We have made substitution suggestions in the Kit Builder below. To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Intermediate,"8.25"" tall","Worsted, DK",,535,,E/3.5mm crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n2311.jpg~w=1000,h=1000,v=1",../data/images\Mini_Amigurumi_Astronautby_Lion_Brand.jpg,https://www.crochet.com/mini-amigurumi-astronaut/p/N2311
Mini Moon Potted Cactusby Handmade with Chrissy,"Adorn your home, desk, or windowsill and never worry about watering again! Make an adorable potted cactus for yourself and all your friends. The perfect gift for green thumbs and not-so-green thumbs alike. Unlike standard amigurumi, this cactus is worked in double crochet to give it an extra plush and squishy feel. The pot and main cactus are worked as one piece in joined rounds and include front post stitches to provide extra shaping and texture. The flower is then stitched as a separate piece and finished with a simple French knot for an added pop of color.",,Intermediate,"2"" wide x 6"" high",Worsted,,545,Cotton,U.S. E/4 (3.5 mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58094220.jpg~w=1000,h=1000,v=1",../data/images\Mini_Moon_Potted_Cactusby_Handmade_with_Chrissy.jpg,https://www.crochet.com/mini-moon-potted-cactus/p/58094
Mismatched Dishcloth (Free Download)by Stacey Winklepleck,"This dishcloth pattern includes both waves & chevrons with mismatched stripes for a unique look for your dishcloth. In this pattern, you will simply switch colors every 2 rows; using four colors will give you a wave in each color but this is an easy pattern to customize to as many or as few colors as you would like. One of the colors used in the sample is no longer available; we have made a similar color suggestion in the Kit Builder.",Crochet,Easy,"Approx 8.5"" x 9""",Worsted,,190,Cotton,US 7 (4.5mm): crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55560220.jpg~w=1000,h=1000,v=1",../data/images\Mismatched_Dishcloth_Free_Downloadby_Stacey_Winklepleck.jpg,https://www.crochet.com/mismatched-dishcloth-free-download/p/55560
Misty Morning Mosaic Cowlby Brooke Byars,This cowl was inspired by the texture of a honeycomb. The Honeycomb Stitch and ombre color changes in the yarn give the cowl a geometric striped effect with endless color opportunities. The pattern is worked in the round utilizing the Tunisian Honeycomb stitch to create a geometric textured effect. This piece is worked in a continuous spiral with a double-ended hook to create a seamless loop that is easily adjustable to fit your style.,Crochet,Intermediate,"24"" around x 9"" tall",Worsted,,396,Wool,"Two Size 7mm Interchangeable Tunisian crochet hooks with a 24” cord, or a double ended 7mm hook","https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58247220.jpg~w=1000,h=1000,v=1",../data/images\Misty_Morning_Mosaic_Cowlby_Brooke_Byars.jpg,https://www.crochet.com/misty-morning-mosaic-cowl/p/58247
Misty Rose Dishclothby Kim Cameron,Misty Rose is a fanciful version of a crocheted dishcloth to decorate your kitchen with as well as having a purpose. Pick two colors and create a blossom of your own. This pattern is fairly quick to crochet and perfect to give as a gift. Color used in the sample is no longer available; we have made a similar color suggestion in the yarn calculator below.,Crochet,Intermediate,"9"" diameter",Worsted,,130,Cotton,Size H/8 (5.00mm): crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/55594220.jpg~w=1000,h=1000,v=1",../data/images\Misty_Rose_Dishclothby_Kim_Cameron.jpg,https://www.crochet.com/misty-rose-dishcloth/p/55594
Modern Mug Rugsby Sheila Houle,This pattern includes detailed instructions and pictures to make a set of four mug rugs with a clean and modern design that compliment any style of decor. Each mug rug is worked using tapestry crochet which creates a durable piece. The only thing left to add is your favorite drink in your prettiest mug.,Crochet,Easy,"4 x 5.5"" (not including fringe)",Worsted,,100,Cotton,Size D/3 (3.5mm): hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58181220.jpg~w=1000,h=1000,v=1",../data/images\Modern_Mug_Rugsby_Sheila_Houle.jpg,https://www.crochet.com/modern-mug-rugs/p/58181
Montague Avenue Hat & Cowlby Miroslava Mihalkova,"Winter weather calls for rich textures and warmth in crochet items and this hat and cowl set, combining bobbles and cables, ticks all the boxes. The Montague Avenue hat and cowl are worked flat along the long edge with both items being seamed at the end. The hat and cowl feature Front Post Double Crochet ribbing, diamond bobble pattern, and cables using Front Post Double and Treble crochet. Optional: finish the hat with a faux fur pom-pom!",Crochet,Intermediate,"Hat: 20.5"" x 10.25""; Cowl: 32.5"" x 14.75""",Sport,,1107,Wool,Size G/6 (4.00mm) crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58130220.jpg~w=1000,h=1000,v=1",../data/images\Montague_Avenue_Hat__Cowlby_Miroslava_Mihalkova.jpg,https://www.crochet.com/montague-avenue-hat-cowl/p/58130
Morning Mocha Ruanaby Leshia Tweddle,"Staying warm on a cool day just got a little more stylish with the Morning Mocha Ruana. Worked up in a bulky weight wool yarn you will get all of the great properties of wool in a beautiful one size fits most layering piece. Completed in three panels using the Linen Stitch, this is sure to be a go-to for gifting. Wool of the Andes™ Superwash (bulky, 100% Superwash Wool; 137yds/100g): MC Oyster Heather 26516; 7 hanks C1 Briar Heather 26497; 5 hanks C2 Camel Heather 26498; 1 hank",Crochet,Intermediate,"26.5"" long x 45.5""wide",Bulky,,1781,Wool,US K / 10½ (6.5mm) Crochet hook,"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/58298220.jpg~w=1000,h=1000,v=1",../data/images\Morning_Mocha_Ruanaby_Leshia_Tweddle.jpg,https://www.crochet.com/morning-mocha-ruana/p/58298
Morningside Hatby Lion Brand,"The subtle striping of neutral and pink in cozy, Feels Like a Dream yarn make this knit hat the perfect cold weather accessory. This bulky yarn works up fast and can be machine washed and dried for easy care! To support our Independent Designers , this pattern is excluded from promotions.",Crochet,Easy,"Approx. 21.5"" finished circumference",Super Bulky,,212,"Acrylic, Wool",Crochet hook size N/P-15 (10mm),"https://d2q9kw5vp0we94.cloudfront.net/i/_/big/n5299.jpg~w=1000,h=1000,v=1",../data/images\Morningside_Hatby_Lion_Brand.jpg,https://www.crochet.com/morningside-hat/p/N5299
